Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2018,64,Book Club,"$107,098,828","$68,566,296",64%,"$35,871,892",33.5%
2018,65,First Man,"$105,701,275","$44,936,545",42.5%,"$60,760,870",57.5%
2018,66,Night School,"$103,105,878","$77,339,130",75%,"$25,766,748",25%
2018,67,Detective Conan: Zero the Enforcer,"$101,860,359",-,-,"$101,860,359",100%
2018,68,Alpha,"$99,657,184","$35,857,181",36%,"$63,773,494",64%
2018,69,Along With the Gods: The Last 49 Days,"$97,962,238","$1,200,246",1.2%,"$96,761,992",98.8%
2018,70,A Simple Favor,"$97,644,617","$53,548,586",54.8%,"$44,096,031",45.2%
2018,71,Boonie Bears: The Big Shrink,"$96,845,907",-,-,"$96,845,907",100%
2018,72,The Favourite,"$95,918,706","$34,366,783",35.8%,"$61,551,923",64.2%
2018,73,Truth or Dare,"$95,330,493","$41,411,015",43.4%,"$53,919,478",56.6%
2018,74,Kill Mobile,"$94,870,905",-,-,"$94,870,905",100%
2018,75,I Feel Pretty,"$94,540,707","$48,795,601",51.6%,"$45,743,825",48.4%
2018,76,Blockers,"$94,017,294","$60,311,495",64.1%,"$33,705,799",35.9%
2018,77,BlacKkKlansman,"$93,490,653","$49,275,340",52.7%,"$44,125,483",47.2%
2018,78,Goosebumps 2: Haunted Halloween,"$93,320,380","$46,700,633",50%,"$46,619,747",50%
2018,79,Shadow,"$91,708,374","$521,396",0.6%,"$91,186,978",99.4%
2018,80,Overboard,"$91,418,362","$50,316,123",55%,"$40,928,790",44.8%
2018,81,Sherlock Gnomes,"$90,497,778","$43,242,871",47.8%,"$47,254,907",52.2%
2018,82,Detective Dee: The Four Heavenly Kings,"$90,040,771","$262,963",0.3%,"$89,777,808",99.7%
2018,83,"Hello, Mrs. Money","$86,874,070",-,-,"$86,874,070",100%
2018,84,Robin Hood,"$86,489,031","$30,824,628",35.6%,"$55,664,403",64.4%
2018,85,I Can Only Imagine,"$86,086,881","$83,482,352",97%,"$2,604,529",3%
2018,86,Hidden Man,"$85,170,581",-,-,"$85,170,581",100%
2018,87,Mortal Engines,"$83,672,673","$15,951,040",19.1%,"$67,721,633",80.9%
2018,88,iPartment the Movie,"$81,096,321",-,-,"$81,096,321",100%
2018,89,Doraemon the Movie: Nobita's Treasure Island,"$80,920,916",-,-,"$80,920,916",100%
2018,90,Den of Thieves,"$80,509,622","$44,947,622",55.8%,"$35,562,000",44.2%
2018,91,Hereditary,"$80,080,156","$44,069,456",55%,"$36,010,700",45%
2018,92,Code Blue: The Movie,"$78,778,562",-,-,"$78,778,562",100%
2018,93,Tag,"$78,230,625","$54,730,625",70%,"$23,500,000",30%
2018,94,Sanju,"$76,693,052","$7,909,317",10.3%,"$68,783,735",89.7%
2018,95,Vice,"$76,073,488","$47,836,282",62.9%,"$28,237,206",37.1%
2018,96,Widows,"$75,984,700","$42,402,632",55.8%,"$33,582,068",44.2%
2018,97,Sicario: Day of the Soldado,"$75,837,743","$50,072,235",66%,"$25,765,508",34%
2018,98,Searching,"$75,462,037","$26,020,957",34.5%,"$49,441,080",65.5%
2018,99,The Spy Who Dumped Me,"$75,320,680","$33,562,069",44.6%,"$41,758,611",55.4%
2018,100,Animal World,"$74,922,830",-,-,"$74,922,830",100%
2018,101,Amazing China,"$72,506,343",-,-,"$72,506,343",100%
2018,102,Second Act,"$72,282,227","$39,282,227",54.3%,"$33,000,000",45.7%
2018,103,Spirited Away 2018 Re-release,"$70,186,029","$1,175,067",1.7%,"$69,010,962",98.3%
2018,104,Shoplifters,"$67,999,335","$3,313,513",4.9%,"$64,685,822",95.1%
2018,105,12 Strong,"$67,359,190","$45,819,713",68%,"$21,539,477",32%
2018,106,Mile 22,"$66,552,753","$36,108,758",54.3%,"$30,200,000",45.4%
2018,107,"Love, Simon","$66,316,289","$40,826,341",61.6%,"$25,489,948",38.4%
2018,108,Life of the Party,"$65,659,911","$53,059,911",80.8%,"$12,600,000",19.2%
2018,109,L Storm,"$64,517,456",-,-,"$64,517,456",100%
2018,110,Capernaum,"$64,417,003","$1,661,096",2.6%,"$62,755,907",97.4%
2018,111,Isle of Dogs,"$64,241,499","$32,015,231",49.8%,"$32,226,268",50.2%
2018,112,Andhadhun,"$62,475,342","$1,193,046",1.9%,"$61,282,296",98.1%
2018,113,Adrift,"$60,392,784","$31,445,012",52.1%,"$28,500,000",47.2%
2018,114,The 15:17 to Paris,"$57,176,286","$36,276,286",63.4%,"$20,900,000",36.6%
2018,115,A or B,"$56,239,049",-,-,"$56,239,049",100%
2018,116,Early Man,"$54,708,408","$8,267,544",15.1%,"$46,355,270",84.7%
2018,117,Go Brother!,"$54,663,060",-,-,"$54,663,060",100%
2018,118,Peppermint,"$53,918,723","$35,418,723",65.7%,"$18,500,000",34.3%
2018,119,Teen Titans GO! To the Movies,"$52,390,236","$29,790,236",56.9%,"$22,600,000",43.1%
2018,120,Slender Man,"$51,738,549","$30,569,484",59.1%,"$21,169,065",40.9%
2018,121,Breaking In,"$51,411,620","$46,840,590",91.1%,"$4,571,030",8.9%
2018,122,Cry Me a Sad River,"$51,400,614",-,-,"$51,400,614",100%
2018,123,Once Upon a Deadpool 2018 Re-release,"$51,349,833","$6,100,309",11.9%,"$45,249,524",88.1%
2018,124,Simmba,"$51,329,025","$5,102,129",9.9%,"$46,226,896",90.1%
2018,125,Family is Family,"$49,954,866",-,-,"$49,954,866",100%
2018,126,Death Wish,"$49,562,710","$34,017,028",68.6%,"$15,545,682",31.4%
2018,127,The Magic Tuche,"$47,427,990",-,-,"$47,427,990",100%
2018,128,Golden Job,"$47,287,851","$285,795",0.6%,"$47,002,056",99.4%
2018,129,Mary Queen of Scots,"$46,712,809","$16,468,499",35.3%,"$30,244,310",64.7%
2018,130,Uncle Drew,"$46,664,414","$42,469,946",91%,"$4,194,468",9%
2018,131,Acrimony,"$46,403,669","$43,549,096",93.8%,"$2,854,573",6.2%
2018,132,Asterix: The Secret of the Magic Potion,"$46,214,991","$1,271,953",2.8%,"$44,943,038",97.2%
2018,133,Bajrangi Bhaijaan 2018 Re-release,"$45,579,004",-,-,"$45,579,004",100%
2018,134,Winchester,"$44,019,588","$25,091,816",57%,"$18,927,772",43%
2018,135,Annihilation,"$43,070,915","$32,732,301",76%,"$10,338,614",24%
2018,136,The Possession of Hannah Grace,"$43,016,528","$14,837,422",34.5%,"$28,179,106",65.5%
2018,137,Long Day's Journey Into Night,"$42,140,994","$521,365",1.2%,"$41,619,629",98.8%
2018,138,Overlord,"$41,657,844","$21,704,844",52.1%,"$19,953,000",47.9%
2018,139,The Great Battle,"$41,509,280","$472,166",1.1%,"$41,037,114",98.9%
2018,140,The Darkest Minds,"$41,183,865","$12,695,691",30.8%,"$28,446,688",69.1%
2018,141,"Lost, Found","$41,043,552",-,-,"$41,043,552",100%
2018,142,Holmes & Watson,"$40,466,970","$30,573,626",75.6%,"$9,893,344",24.4%
2018,143,Intimate Strangers,"$39,576,060",-,-,"$39,576,060",100%
2018,144,Thugs of Hindostan,"$39,570,044","$1,449,848",3.7%,"$38,120,196",96.3%
2018,145,Sink or Swim,"$39,220,745",-,-,"$39,193,850",99.9%
2018,146,Show Dogs,"$39,169,916","$17,857,020",45.6%,"$21,299,834",54.4%
2018,147,Believer,"$39,047,153","$365,639",0.9%,"$38,681,514",99.1%
2018,148,The Spy Gone North,"$38,844,509","$500,803",1.3%,"$38,343,706",98.7%
2018,149,On the Basis of Sex,"$38,674,738","$24,622,687",63.7%,"$14,051,063",36.3%
2018,150,Taxi 5,"$38,598,227",-,-,"$38,598,227",100%
2018,151,Fat Buddies,"$37,496,410",-,-,"$37,496,410",100%
2018,152,Till The End Of The World,"$37,013,733","$118,660",0.3%,"$36,895,073",99.7%
2018,153,2.0,"$36,945,969","$4,152,000",11.2%,"$32,793,969",88.8%
2018,154,Mia and the White Lion,"$36,427,630","$399,471",1.1%,"$35,087,719",96.3%
2018,155,Nothing to Lose,"$36,075,317","$1,016,188",2.8%,"$35,059,129",97.2%
2018,156,The Girl in the Spider's Web,"$35,164,920","$14,841,338",42.2%,"$20,323,582",57.8%
2018,157,The Hate U Give,"$35,108,372","$29,719,483",84.7%,"$5,214,526",14.9%
2018,158,Nobody's Fool,"$34,316,884","$31,713,110",92.4%,"$1,992,223",5.8%
2018,159,Baaghi 2,"$33,139,063","$1,319,579",4%,"$31,819,484",96%
2018,160,The Hurricane Heist,"$32,517,248","$6,115,825",18.8%,"$26,401,423",81.2%
2018,161,All About Me,"$31,920,159",-,-,"$31,920,159",100%
2018,162,Bad Times at the El Royale,"$31,882,724","$17,839,115",56%,"$14,043,609",44%
2018,163,Beautiful Boy,"$31,821,990","$7,649,973",24%,"$24,061,346",75.6%
2018,164,Hunter Killer,"$31,672,678","$15,767,460",49.8%,"$15,905,218",50.2%
2018,165,Super Troopers 2,"$31,626,386","$30,617,396",96.8%,"$1,008,990",3.2%
2018,166,The Strangers: Prey at Night,"$31,039,126","$24,586,708",79.2%,"$6,452,418",20.8%
2018,167,Gintama 2: Rules are Made to be Broken,"$30,896,653",-,-,"$30,896,653",100%
2018,168,The Way of the Bug,"$30,355,804",-,-,"$30,355,804",100%
2018,169,Clergy,"$30,114,115",-,-,"$30,114,115",100%
2018,170,Ice,"$29,806,210",-,-,"$29,806,210",100%
2018,171,Free Solo,"$29,390,279","$17,541,090",59.7%,"$11,849,189",40.3%
2018,172,Dark Figure of Crime,"$29,176,133",-,-,"$29,176,133",100%
2018,173,Pad Man,"$29,045,020","$1,670,192",5.8%,"$27,374,828",94.2%
2018,174,Mirai,"$28,756,961","$812,794",2.8%,"$27,944,167",97.2%
2018,175,Default,"$27,694,043","$203,775",0.7%,"$27,490,268",99.3%
2018,176,The Happytime Murders,"$27,595,413","$20,706,452",75%,"$6,800,000",24.6%
2018,177,One Cut of the Dead,"$27,590,180","$52,406",0.2%,"$27,537,774",99.8%
2018,178,Midnight Sun,"$27,365,467","$9,561,064",34.9%,"$17,804,403",65.1%
2018,179,They Shall Not Grow Old,"$27,360,752","$17,956,913",65.6%,"$3,700,000",13.5%
2018,180,VIP Policeman,"$27,222,681",-,-,"$27,222,681",100%
2018,181,My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",4.2%,"$25,939,208",95.8%
2018,182,The Faces of My Gene,"$26,796,279",-,-,"$26,796,279",100%
2018,183,Badhaai Ho,"$26,125,610",-,-,"$26,125,610",100%
2018,184,Hichki,"$26,061,213","$330,279",1.3%,"$25,724,943",98.7%
2018,185,White Boy Rick,"$25,957,482","$24,011,188",92.5%,"$1,946,294",7.5%
2018,186,Champions,"$25,917,479",-,-,"$25,917,479",100%
2018,187,"Paul, Apostle of Christ","$25,915,966","$17,560,475",67.8%,"$8,355,491",32.2%
2018,188,Keys to the Heart,"$25,375,866","$75,134",0.3%,"$25,300,732",99.7%
2018,189,Stan & Ollie,"$24,420,923","$5,470,235",22.4%,"$18,950,688",77.6%
2018,190,The Witch: Part 1 - The Subversion,"$24,340,302",-,-,"$24,340,302",100%
2018,191,The Accidental Detective 2: In Action,"$24,243,825","$179,045",0.7%,"$24,064,780",99.3%
2018,192,Killing for the Prosecution,"$23,929,620",-,-,"$23,929,620",100%
2018,193,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",3.3%,"$22,951,618",96.7%
2018,194,The Guernsey Literary and Potato Peel Pie Society,"$23,196,967",-,-,"$23,148,937",99.8%
2018,195,The Crimes That Bind,"$23,144,130",-,-,"$23,144,130",100%
2018,196,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",-,-,"$23,130,469",100%
2018,197,Padmaavat,"$22,991,060","$11,846,060",51.5%,"$11,145,000",48.5%
2018,198,Won't You Be My Neighbor?,"$22,844,741","$22,835,787",100%,"$8,954",<0.1%
2018,199,Europe Raiders,"$22,435,156",-,-,"$22,435,156",100%
2018,200,Mojin: The Worm Valley,"$22,381,583","$101,516",0.5%,"$22,280,067",99.5%
2019,1,Avengers: Endgame,"$2,799,439,100","$858,373,000",30.7%,"$1,941,066,100",69.3%
2019,2,The Lion King,"$1,656,943,394","$543,638,043",32.8%,"$1,113,305,351",67.2%
2019,3,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%
2019,4,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%
2019,5,Captain Marvel,"$1,128,274,794","$426,829,839",37.8%,"$701,444,955",62.2%
2019,6,Joker,"$1,078,751,311","$335,451,311",31.1%,"$743,300,000",68.9%
2019,7,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%
2019,8,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%
2019,9,Aladdin,"$1,053,566,677","$355,559,216",33.7%,"$695,134,737",66%
2019,10,Jumanji: The Next Level,"$801,693,929","$320,314,960",40%,"$481,378,969",60%
2019,11,Fast & Furious Presents: Hobbs & Shaw,"$770,345,636","$173,956,935",22.6%,"$586,775,991",76.2%
2019,12,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%
2019,13,The Wandering Earth,"$699,856,699","$5,971,413",0.9%,"$693,885,286",99.1%
2019,14,How to Train Your Dragon: The Hidden World,"$521,937,944","$160,799,505",30.8%,"$361,000,000",69.2%
2019,15,Maleficent: Mistress of Evil,"$492,174,169","$113,929,605",23.1%,"$377,800,484",76.8%
2019,16,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%
2019,17,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%
2019,18,The Secret Life of Pets 2,"$435,323,000","$158,980,250",36.5%,"$272,184,209",62.5%
2019,19,Pokémon: Detective Pikachu,"$433,305,346","$144,105,346",33.3%,"$289,200,000",66.7%
2019,20,The Captain,"$417,282,021","$706,572",0.2%,"$416,575,449",99.8%
2019,21,Alita: Battle Angel,"$404,980,543","$85,838,210",21.2%,"$319,142,333",78.8%
2019,22,1917,"$390,065,816","$159,227,644",40.8%,"$225,351,828",57.8%
2019,23,Godzilla: King of the Monsters,"$387,300,138","$110,500,138",28.5%,"$276,800,000",71.5%
2019,24,Once Upon a Time in Hollywood,"$377,633,930","$142,502,728",37.7%,"$234,924,175",62.2%
2019,25,Shazam!,"$365,971,656","$140,371,656",38.4%,"$225,600,000",61.6%
2019,26,Dumbo,"$353,284,621","$114,766,307",32.5%,"$238,518,314",67.5%
2019,27,John Wick: Chapter 3 - Parabellum,"$327,777,335","$171,015,687",52.2%,"$156,761,648",47.8%
2019,28,Crazy Alien,"$327,598,891",-,-,"$327,598,891",100%
2019,29,Knives Out,"$316,272,530","$165,363,234",52.3%,"$147,534,686",46.6%
2019,30,The Addams Family,"$302,056,004","$100,044,905",33.1%,"$103,000,000",34.1%
2019,31,Parasite,"$268,757,782","$53,369,749",19.9%,"$205,356,925",76.4%
2019,32,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.8%,"$198,866,215",76.2%
2019,33,Us,"$256,958,484","$175,084,580",68.1%,"$80,938,127",31.5%
2019,34,Pegasus,"$255,863,112",-,-,"$255,863,112",100%
2019,35,Men in Black: International,"$253,890,701","$80,001,807",31.5%,"$173,888,894",68.5%
2019,36,Dark Phoenix,"$252,458,228","$65,845,974",26.1%,"$186,597,000",73.9%
2019,37,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%
2019,38,The Bravest,"$245,179,562","$290,217",0.1%,"$244,889,345",99.9%
2019,39,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%
2019,40,Little Women,"$230,591,544","$108,101,214",46.9%,"$110,742,431",48%
2019,41,Better Days,"$225,918,798","$1,921,657",0.9%,"$223,997,141",99.1%
2019,42,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%
2019,43,Rocketman,"$196,693,796","$96,368,160",49%,"$98,952,240",50.3%
2019,44,Downton Abbey,"$194,694,725","$96,853,865",49.7%,"$97,840,860",50.3%
2019,45,Weathering with You,"$192,927,909","$8,056,636",4.2%,"$184,871,273",95.8%
2019,46,The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%
2019,47,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%
2019,48,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%
2019,49,Abominable,"$188,930,617","$60,716,390",32.1%,"$127,907,127",67.7%
2019,50,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.2%,"$172,389,935",97.8%
2019,51,Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%
2019,52,Spies in Disguise,"$172,427,534","$66,757,013",38.7%,"$104,859,751",60.8%
2019,53,Hustlers,"$157,563,598","$104,963,598",66.6%,"$52,600,000",33.4%
2019,54,The Climbers,"$156,892,866","$487,157",0.3%,"$156,405,709",99.7%
2019,55,Escape Room,"$155,712,077","$57,005,601",36.6%,"$98,706,476",63.4%
2019,56,Yesterday,"$154,608,856","$73,286,650",47.4%,"$81,322,206",52.6%
2019,57,Angel Has Fallen,"$150,745,210","$69,030,436",45.8%,"$77,631,541",51.5%
2019,58,The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.2%,"$106,124,931",71.8%
2019,59,Ad Astra,"$130,437,415","$50,188,370",38.5%,"$77,273,502",59.2%
2019,60,Midway,"$127,420,861","$56,846,802",44.6%,"$70,574,059",55.4%
2019,61,The Upside,"$127,010,488","$108,252,517",85.2%,"$17,600,000",13.9%
2019,62,Last Christmas,"$124,574,339","$35,150,750",28.2%,"$88,295,422",70.9%
2019,63,The Gentlemen,"$123,394,607","$36,471,795",29.6%,"$78,700,000",63.8%
2019,64,The Curse of La Llorona,"$123,233,739","$54,733,739",44.4%,"$68,500,000",55.6%
2019,65,Looking Up,"$122,994,583","$84,267",<0.1%,"$122,910,316",99.9%
2019,66,Zombieland: Double Tap,"$122,810,399","$73,123,082",59.5%,"$49,687,317",40.5%
2019,67,Dora and the Lost City of Gold,"$120,597,108","$60,477,943",50.1%,"$60,119,165",49.9%
2019,68,Extreme Job,"$119,932,733","$1,565,885",1.3%,"$118,366,848",98.7%
2019,69,Wonder Park,"$119,647,654","$45,216,793",37.8%,"$74,342,317",62.1%
2019,70,P Storm,"$117,991,727","$326,711",0.3%,"$117,665,016",99.7%
2019,71,Detective Conan: The Fist of Blue Sapphire,"$115,448,200",-,-,"$115,448,200",100%
2019,72,Pet Sematary,"$113,183,843","$54,724,696",48.4%,"$58,393,530",51.6%
2019,73,Boonie Bears: Blast Into the Past,"$112,367,881",-,-,"$112,367,881",100%
2019,74,Good Boys,"$111,554,308","$83,140,306",74.5%,"$28,033,292",25.1%
2019,75,Scary Stories to Tell in the Dark,"$104,908,416","$68,947,075",65.7%,"$35,598,430",33.9%
2019,76,The Hustle,"$99,650,010","$35,417,038",35.5%,"$61,992,741",62.2%
2019,77,Line Walker 2: Invisible Spy,"$99,482,027","$296,751",0.3%,"$99,185,276",99.7%
2019,78,The New King of Comedy,"$95,618,308",-,-,"$95,618,308",100%
2019,79,Rambo: Last Blood,"$95,128,679","$44,819,352",47.1%,"$46,671,001",49.1%
2019,80,Adoring,"$94,975,692",-,-,"$94,975,692",100%
2019,81,Jojo Rabbit,"$93,061,923","$33,370,906",35.9%,"$56,964,119",61.2%
2019,82,Five Feet Apart,"$92,554,209","$45,729,221",49.4%,"$46,824,988",50.6%
2019,83,Crawl,"$91,565,336","$39,014,193",42.6%,"$52,527,904",57.4%
2019,84,Serial (Bad) Weddings 2,"$87,761,988",-,-,"$87,761,988",100%
2019,85,A Dog's Journey,"$83,089,998","$22,782,371",27.4%,"$56,088,537",67.5%
2019,86,One Piece: Stampede,"$81,562,741","$1,298,528",1.6%,"$80,264,213",98.4%
2019,87,A Dog's Way Home,"$80,708,134","$42,004,346",52%,"$38,703,788",48%
2019,88,Cats,"$77,276,321","$27,166,770",35.2%,"$48,392,155",62.6%
2019,89,Cold Pursuit,"$76,419,755","$32,138,862",42.1%,"$44,280,893",57.9%
2019,90,A Madea Family Funeral,"$74,747,725","$73,257,045",98%,"$1,490,680",2%
2019,91,Charlie's Angels,"$73,296,611","$17,803,077",24.3%,"$55,476,811",75.7%
2019,92,Doctor Sleep,"$72,381,712","$31,581,712",43.6%,"$40,800,000",56.4%
2019,93,What Men Want,"$72,216,294","$54,611,903",75.6%,"$17,604,391",24.4%
2019,94,Playing with Fire,"$69,680,288","$44,451,847",63.8%,"$24,960,578",35.8%
2019,95,After,"$69,587,936","$12,138,565",17.4%,"$57,359,022",82.4%
2019,96,Exit,"$69,501,772","$470,699",0.7%,"$69,031,073",99.3%
2019,97,A Beautiful Day in the Neighborhood,"$68,094,664","$61,704,055",90.6%,"$6,221,678",9.1%
2019,98,War,"$67,179,155","$4,654,000",6.9%,"$62,525,155",93.1%
2019,99,Doraemon: Nobita's Chronicle of the Moon Exploration,"$65,406,606",-,-,"$65,406,606",100%
2019,100,Happy Death Day 2U,"$64,657,856","$28,148,130",43.5%,"$36,452,022",56.4%
2019,101,White Snake,"$62,098,770","$34,730",<0.1%,"$62,064,040",99.9%
2019,102,Bombshell,"$61,404,394","$31,762,808",51.7%,"$29,641,586",48.3%
2019,103,Ashfall,"$61,354,854","$372,562",0.6%,"$60,982,292",99.4%
2019,104,Ma,"$61,226,331","$45,896,028",75%,"$15,324,756",25%
2019,105,My Best Summer,"$60,011,073",-,-,"$60,011,073",100%
2019,106,Ready or Not,"$57,670,104","$28,714,231",49.8%,"$28,901,546",50.1%
2019,107,Jade Dynasty,"$57,149,764",-,-,"$57,149,764",100%
2019,108,The Perfect Secret,"$56,573,047",-,-,"$56,573,047",100%
2019,109,The Big Shot,"$56,040,681",-,-,"$56,040,681",100%
2019,110,Hellboy,"$55,064,690","$21,903,748",39.8%,"$33,160,942",60.2%
2019,111,Les Misérables,"$54,606,372","$330,181",0.6%,"$54,276,191",99.4%
2019,112,Long Shot,"$53,873,809","$30,316,271",56.3%,"$23,557,538",43.7%
2019,113,21 Bridges,"$51,346,910","$28,539,757",55.6%,"$21,400,000",41.7%
2019,114,Just Mercy,"$50,901,502","$36,001,502",70.7%,"$14,900,000",29.3%
2019,115,Son of a Rich,"$50,803,834",-,-,"$50,803,834",100%
2019,116,Kingdom,"$50,574,061",-,-,"$50,574,061",100%
2019,117,Breakthrough,"$50,544,093","$40,713,082",80.5%,"$9,731,276",19.3%
2019,118,Uncut Gems,"$50,023,780","$50,023,780",100%,-,-
2019,119,Song of Youth,"$49,615,508",-,-,"$49,615,508",100%
2019,120,The Grudge,"$49,511,319","$21,221,803",42.9%,"$28,289,516",57.1%
2019,121,Countdown,"$49,430,598","$25,621,766",51.8%,"$22,400,000",45.3%
2019,122,Little,"$48,987,096","$40,860,481",83.4%,"$8,126,615",16.6%
2019,123,Isn't It Romantic,"$48,791,187","$48,791,187",100%,-,-
2019,124,Midsommar,"$48,544,576","$27,426,361",56.5%,"$20,437,004",42.1%
2019,125,The Legend of Hei,"$48,507,082",-,-,"$48,507,082",100%
2019,126,Queen & Slim,"$47,834,125","$43,808,310",91.6%,"$4,025,815",8.4%
2019,127,47 Meters Down: Uncaged,"$47,582,563","$22,260,900",46.8%,"$25,321,663",53.2%
2019,128,Chasing the Dragon II: Wild Wild Bunch,"$45,733,356","$196,634",0.4%,"$45,536,722",99.6%
2019,129,Judy,"$45,701,880","$24,313,888",53.2%,"$21,387,992",46.8%
2019,130,Child's Play,"$44,907,074","$29,208,403",65%,"$15,698,671",35%
2019,131,Richard Jewell,"$44,645,542","$22,345,542",50.1%,"$22,300,000",49.9%
2019,132,A Shaun the Sheep Movie: Farmageddon,"$44,129,524",-,-,"$43,100,248",97.7%
2019,133,Harriet,"$43,399,276","$43,082,155",99.3%,"$264,862",0.6%
2019,134,Fighting with My Family,"$41,503,392","$22,958,886",55.3%,"$18,544,506",44.7%
2019,135,Masquerade Hotel,"$40,396,244",-,-,"$40,396,244",100%
2019,136,The Last Wish,"$39,756,292",-,-,"$39,756,292",100%
2019,137,Uri: The Surgical Strike,"$39,346,577","$4,186,168",10.6%,"$35,160,409",89.4%
2019,138,Overcomer,"$38,026,103","$34,746,945",91.4%,"$3,279,158",8.6%
2019,139,Pain and Glory,"$37,445,381","$4,567,338",12.2%,"$32,792,351",87.6%
2019,140,T-34,"$37,410,850",-,-,"$37,410,850",100%
2019,141,A Witness Out of the Blue,"$37,092,694",-,-,"$37,092,694",100%
2019,142,The Intruder,"$36,599,361","$35,419,122",96.8%,"$1,180,239",3.2%
2019,143,The Queen's Corgi,"$35,515,687",-,-,"$35,515,687",100%
2019,144,Warrior of the Hornor,"$34,291,831",-,-,"$34,291,831",100%
2019,145,The Battle: Roar to Victory,"$34,148,707",-,-,"$34,148,707",100%
2019,146,The Bad Guys: The Movie,"$34,024,386","$166,972",0.5%,"$33,857,414",99.5%
2019,147,The Art of Racing in the Rain,"$33,988,824","$26,395,642",77.7%,"$7,371,145",21.7%
2019,148,The Good Liar,"$33,856,058","$17,156,058",50.7%,"$16,700,000",49.3%
2019,149,Brightburn,"$33,224,654","$17,300,439",52.1%,"$15,924,215",47.9%
2019,150,Bharat,"$33,185,983","$2,971,549",9%,"$30,214,434",91%
2019,151,UglyDolls,"$33,151,684","$20,150,241",60.8%,"$12,300,000",37.1%
2019,152,Fly Me to the Saitama,"$32,802,347",-,-,"$32,802,347",100%
2019,153,Stuber,"$32,390,945","$22,370,452",69.1%,"$10,020,493",30.9%
2019,154,Hit Me Anyone One More Time!,"$32,333,512",-,-,"$32,333,512",100%
2019,155,Somewhere Winter,"$32,218,990",-,-,"$32,218,990",100%
2019,156,The Kid Who Would Be King,"$32,151,788","$16,790,790",52.2%,"$15,350,180",47.7%
2019,157,Two Tigers,"$32,001,580",-,-,"$32,001,580",100%
2019,158,Anna,"$31,626,978","$7,743,794",24.5%,"$23,883,184",75.5%
2019,159,My Dear Liar,"$31,177,968","$90,545",0.3%,"$31,087,423",99.7%
2019,160,The Wild Goose Lake,"$31,064,835","$12,573",<0.1%,"$31,052,262",100%
2019,161,My Hero Academia: Heroes Rising,"$29,971,229","$13,304,000",44.4%,"$16,667,229",55.6%
2019,162,Fall In Love At First Kiss,"$29,206,238",-,-,"$29,206,238",100%
2019,163,Gully Boy,"$28,299,498","$5,566,534",19.7%,"$22,732,964",80.3%
2019,164,Kim Ji-young: Born 1982,"$27,696,393",-,-,"$27,696,393",100%
2019,165,Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118",-,-,"$27,347,118",100%
2019,166,Almost a Comedy,"$26,990,962",-,-,"$26,990,962",100%
2019,167,Total Dhamaal,"$26,911,995","$2,167,632",8.1%,"$24,744,363",91.9%
2019,168,Missing Link,"$26,565,710","$16,649,539",62.7%,"$9,916,171",37.3%
2019,169,No Manches Frida 2,"$26,493,648","$9,270,920",35%,"$17,222,728",65%
2019,170,The Confidence Man JP,"$26,228,317",-,-,"$26,228,317",100%
2019,171,The Confidence Man JP: The Movie,"$25,958,189",-,-,"$25,958,189",100%
2019,172,"The Gangster, the Cop, the Devil","$25,775,371","$216,494",0.8%,"$25,558,877",99.2%
2019,173,Bodies at Rest,"$25,293,853",-,-,"$25,293,853",100%
2019,174,Booksmart,"$24,959,607","$22,680,962",90.9%,"$2,278,645",9.1%
2019,175,Super 30,"$24,701,637","$2,269,878",9.2%,"$22,431,759",90.8%
2019,176,Skyfire,"$24,444,590","$1,105",<0.1%,"$24,443,485",100%
2019,177,Start-Up,"$24,106,579",-,-,"$24,106,579",100%
2019,178,Pinocchio,"$23,841,090","$1,831,718",7.7%,"$22,009,372",92.3%
2019,179,A Rainy Day in New York,"$23,805,899",-,-,"$23,805,899",100%
